lot,ID,Version,Flags,Serial Number,Name,PID
chu-kws-c,1040,n9000-14.2(4i),aliv,FLM265000G1,aleaf-chu-kws-c04-0,N9K-C93180YC-FX
chu-kws-c,1041,n9000-14.2(4i),aliv,FLM265005FD,aleaf-chu-kws-c04-1,N9K-C93180YC-FX
chu-kws-c,1050,n9000-14.2(4i),aliv,FLM265009T6,aleaf-chu-kws-c05-0,N9K-C93180YC-FX
chu-kws-c,1051,n9000-14.2(4i),aliv,FLM27020B1W,aleaf-chu-kws-c05-1,N9K-C93180YC-FX
chu-kws-c,1060,n9000-14.2(4i),aliv,FDO27120KX3,aleaf-chu-kws-c06-0,N9K-C93108TC-FX
chu-kws-c,1061,n9000-14.2(4i),aliv,FDO27120KNK,aleaf-chu-kws-c06-1,N9K-C93108TC-FX
chu-kws-c,1070,n9000-14.2(4i),aliv,FDO271210ME,aleaf-chu-kws-c07-0,N9K-C93108TC-FX
chu-kws-c,1071,n9000-14.2(4i),aliv,FDO27291JN0,aleaf-chu-kws-c07-1,
chu-kws-c,1080,n9000-14.2(4i),aliv,FDO271210MD,aleaf-chu-kws-c08-0,N9K-C93108TC-FX
chu-kws-c,1081,n9000-14.2(4i),aliv,FDO27120KSN,aleaf-chu-kws-c08-1,N9K-C93108TC-FX
chu-kws-c,1090,n9000-14.2(4i),aliv,FDO27120KSM,aleaf-chu-kws-c09-0,N9K-C93108TC-FX
chu-kws-c,1091,n9000-14.2(4i),aliv,FDO271210L9,aleaf-chu-kws-c09-1,N9K-C93108TC-FX
chu-kws-c,1100,n9000-14.2(4i),aliv,FDO271210L3,aleaf-chu-kws-c10-0,N9K-C93108TC-FX
chu-kws-c,1101,n9000-14.2(4i),aliv,FDO27120L9F,aleaf-chu-kws-c10-1,N9K-C93108TC-FX
chu-kws-c,1110,n9000-14.2(4i),aliv,FDO27120KSL,aleaf-chu-kws-c11-0,N9K-C93108TC-FX
chu-kws-c,1111,n9000-14.2(4i),aliv,FDO271210MH,aleaf-chu-kws-c11-1,N9K-C93108TC-FX
chu-kws-c,1120,n9000-14.2(4i),aliv,FDO240306PG,aleaf-chu-kws-c12-0,N9K-C93108TC-FX
chu-kws-c,1121,n9000-14.2(4i),aliv,FDO271210JP,aleaf-chu-kws-c12-1,N9K-C93108TC-FX
chu-kws-c,1130,n9000-14.2(4i),aliv,FDO26160AJA,aleaf-chu-kws-c13-0,N9K-C93108TC-FX
chu-kws-c,1131,n9000-14.2(4i),aliv,FDO27120L91,aleaf-chu-kws-c13-1,N9K-C93108TC-FX
chu-kws-c,1140,n9000-14.2(4i),aliv,FDO271210MB,aleaf-chu-kws-c14-0,N9K-C93108TC-FX
chu-kws-c,1141,n9000-14.2(4i),aliv,FDO271210SB,aleaf-chu-kws-c14-1,N9K-C93108TC-FX
chu-kws-c,1150,n9000-14.2(4i),aliv,FDO27120L6F,aleaf-chu-kws-c15-0,N9K-C93108TC-FX
chu-kws-c,1151,n9000-14.2(4i),aliv,FDO271210N9,aleaf-chu-kws-c15-1,N9K-C93108TC-FX
chu-kws-c,1160,n9000-14.2(4i),aliv,FDO27120L9L,aleaf-chu-kws-c16-0,N9K-C93108TC-FX
chu-kws-c,1161,n9000-14.2(4i),aliv,FDO271210NY,aleaf-chu-kws-c16-1,N9K-C93108TC-FX
chu-kws-c,1170,n9000-14.2(4i),aliv,FDO27120KUB,aleaf-chu-kws-c17-0,N9K-C93108TC-FX
chu-kws-c,1171,n9000-14.2(4i),aliv,FDO27120KX1,aleaf-chu-kws-c17-1,N9K-C93108TC-FX
chu-kws-e,201,n9000-13.0(1k),asiv,FGE20380TM1,spine-chu-kws-e1,N9K-SUP-A
chu-kws-e,202,n9000-13.0(1k),asiv,FGE20360S5T,spine-chu-kws-e2,N9K-SUP-A
chu-kws-e,203,n9000-13.0(1k),asiv,FGE20240BXR,spine-chu-kws-e3,N9K-SUP-A
chu-kws-e,301,n9000-13.0(1k),aliv,SAL2038V3J3,bleaf-chu-kws-e1,N9K-C9396PX
chu-kws-e,302,n9000-13.0(1k),aliv,SAL2034UPAZ,bleaf-chu-kws-e2,N9K-C9396PX
chu-kws-e,303,n9000-13.0(1k),aliv,SAL2034UP9W,bleaf-chu-kws-e3,N9K-C9396PX
chu-kws-e,304,n9000-13.0(1k),aliv,SAL2039V89S,bleaf-chu-kws-e4,N9K-C9396PX
chu-kws-e,1010,n9000-13.0(1k),aliv,SAL2039V8AS,aleaf-chu-kws-e01-0,N9K-C9396PX
chu-kws-e,1011,n9000-13.0(1k),aliv,SAL2034UP5E,aleaf-chu-kws-e01-1,N9K-C9396PX
chu-kws-e,1020,n9000-13.0(1k),aliv,SAL2034UP8V,aleaf-chu-kws-e02-0,N9K-C9396PX
chu-kws-e,1021,n9000-13.0(1k),aliv,SAL2037UZ9K,aleaf-chu-kws-e02-1,N9K-C9396PX
chu-kws-e,1030,n9000-13.0(1k),aliv,SAL2032UBDQ,aleaf-chu-kws-e03-0,N9K-C9396PX
chu-kws-e,1031,n9000-13.0(1k),aliv,SAL2037UZ97,aleaf-chu-kws-e03-1,N9K-C9396PX
chu-kws-e,1040,n9000-13.0(1k),aliv,SAL2034UP8H,aleaf-chu-kws-e04-0,N9K-C9396PX
chu-kws-e,1041,n9000-13.0(1k),aliv,SAL2034UP5X,aleaf-chu-kws-e04-1,N9K-C9396PX
chu-kws-e,1050,n9000-13.0(1k),aliv,SAL2039V8BA,aleaf-chu-kws-e05-0,N9K-C9396PX
chu-kws-e,1051,n9000-13.0(1k),aliv,SAL2032UBDK,aleaf-chu-kws-e05-1,N9K-C9396PX
chu-kws-e,1060,n9000-13.0(1k),aliv,FDO210405BB,aleaf-chu-kws-e06-0,N9K-C9396TX
chu-kws-e,1061,n9000-13.0(1k),aliv,FDO21060YV5,aleaf-chu-kws-e06-1,N9K-C9396TX
chu-kws-e,1070,n9000-13.0(1k),aliv,FDO21060YWW,aleaf-chu-kws-e07-0,N9K-C9396TX
chu-kws-e,1071,n9000-13.0(1k),aliv,FDO21040596,aleaf-chu-kws-e07-1,N9K-C9396TX
chu-kws-e,1080,n9000-13.0(1k),aliv,FDO21060YVN,aleaf-chu-kws-e08-0,N9K-C9396TX
chu-kws-e,1081,n9000-13.0(1k),aliv,FDO21060YVU,aleaf-chu-kws-e08-1,N9K-C9396TX
chu-kws-e,1090,n9000-13.0(1k),aliv,FDO2104059H,aleaf-chu-kws-e09-0,N9K-C9396TX
chu-kws-e,1091,n9000-13.0(1k),aliv,FDO2104059J,aleaf-chu-kws-e09-1,N9K-C9396TX
chu-kws-e,1100,n9000-13.0(1k),aliv,FDO210405AF,aleaf-chu-kws-e10-0,N9K-C9396TX
chu-kws-e,1101,n9000-13.0(1k),aliv,FDO21060YXE,aleaf-chu-kws-e10-1,N9K-C9396TX
chu-kws-e,1110,n9000-13.0(1k),aliv,FDO21060YXK,aleaf-chu-kws-e11-0,N9K-C9396TX
chu-kws-e,1111,n9000-13.0(1k),aliv,FDO2104059C,aleaf-chu-kws-e11-1,N9K-C9396TX
chu-kws-e,1120,n9000-13.0(1k),aliv,FDO22050ZV4,aleaf-chu-kws-e12-0,N9K-C9396TX
chu-kws-e,1121,n9000-13.0(1k),aliv,FDO21060YWN,aleaf-chu-kws-e12-1,N9K-C9396TX
chu-kws-e,1130,n9000-13.0(1k),aliv,FDO210405A9,aleaf-chu-kws-e13-0,N9K-C9396TX
chu-kws-e,1131,n9000-13.0(1k),aliv,FDO2104059F,aleaf-chu-kws-e13-1,N9K-C9396TX
chu-kws-e,1140,n9000-13.0(1k),aliv,FDO21060YWK,aleaf-chu-kws-e14-0,N9K-C9396TX
chu-kws-e,1141,n9000-13.0(1k),aliv,FDO21060YXZ,aleaf-chu-kws-e14-1,N9K-C9396TX
chu-kws-e,1150,n9000-13.0(1k),aliv,FDO21060YWG,aleaf-chu-kws-e15-0,N9K-C9396TX
chu-kws-e,1151,n9000-13.0(1k),aliv,FDO210405B5,aleaf-chu-kws-e15-1,N9K-C9396TX
chu-kws-e,1160,n9000-13.0(1k),aliv,FDO210405BV,aleaf-chu-kws-e16-0,N9K-C9396TX
chu-kws-e,1161,n9000-13.0(1k),aliv,FDO21060YVK,aleaf-chu-kws-e16-1,N9K-C9396TX
chu-kws-e,1170,n9000-13.0(1k),aliv,FDO21060YY0,aleaf-chu-kws-e17-0,N9K-C9396TX
chu-kws-e,1171,n9000-13.0(1k),aliv,FDO21060YWQ,aleaf-chu-kws-e17-1,N9K-C9396TX
chu-meb-b,201,n9000-13.0(1k),asiv,FGE20360S5M,spine-chu-meb-b1,N9K-SUP-A
chu-meb-b,202,n9000-13.0(1k),asiv,FGE20370SQW,spine-chu-meb-b2,N9K-SUP-A
chu-meb-b,203,n9000-13.0(1k),asiv,FGE20360S5X,spine-chu-meb-b3,N9K-SUP-A
chu-meb-b,301,n9000-13.0(1k),aliv,SAL2034UP72,bleaf-chu-meb-b1,N9K-C9396PX
chu-meb-b,302,n9000-13.0(1k),aliv,SAL2034UP93,bleaf-chu-meb-b2,N9K-C9396PX
chu-meb-b,303,n9000-13.0(1k),aliv,SAL2037UZBT,bleaf-chu-meb-b3,N9K-C9396PX
chu-meb-b,304,n9000-13.0(1k),aliv,SAL2037UZD8,bleaf-chu-meb-b4,N9K-C9396PX
chu-meb-b,1010,n9000-13.0(1k),aliv,SAL2038V3EV,aleaf-chu-meb-b01-0,N9K-C9396PX
chu-meb-b,1011,n9000-13.0(1k),aliv,SAL2038V3G1,aleaf-chu-meb-b01-1,N9K-C9396PX
chu-meb-b,1020,n9000-13.0(1k),aliv,SAL2034UPAU,aleaf-chu-meb-b02-0,N9K-C9396PX
chu-meb-b,1021,n9000-13.0(1k),aliv,SAL2034UPCE,aleaf-chu-meb-b02-1,N9K-C9396PX
chu-meb-b,1030,n9000-13.0(1k),aliv,SAL2034UP91,aleaf-chu-meb-b03-0,N9K-C9396PX
chu-meb-b,1031,n9000-13.0(1k),aliv,SAL2034UPCL,aleaf-chu-meb-b03-1,N9K-C9396PX
chu-meb-b,1040,n9000-13.0(1k),aliv,SAL2035UU02,aleaf-chu-meb-b04-0,N9K-C9396PX
chu-meb-b,1041,n9000-13.0(1k),aliv,SAL2035UU2M,aleaf-chu-meb-b04-1,N9K-C9396PX
chu-meb-b,1050,n9000-13.0(1k),aliv,SAL2034UPE3,aleaf-chu-meb-b05-0,N9K-C9396PX
chu-meb-b,1051,n9000-13.0(1k),aliv,SAL2038V3H0,aleaf-chu-meb-b05-1,N9K-C9396PX
chu-meb-b,1060,n9000-13.0(1k),aliv,FDO210405B3,aleaf-chu-meb-b06-0,N9K-C9396TX
chu-meb-b,1061,n9000-13.0(1k),aliv,FDO21060YXN,aleaf-chu-meb-b06-1,N9K-C9396TX
chu-meb-b,1070,n9000-13.0(1k),aliv,FDO210405A7,aleaf-chu-meb-b07-0,N9K-C9396TX
chu-meb-b,1071,n9000-13.0(1k),aliv,FDO21060YWF,aleaf-chu-meb-b07-1,N9K-C9396TX
chu-meb-b,1080,n9000-13.0(1k),aliv,FDO21491ED3,aleaf-chu-meb-b08-0,N9K-C9396TX
chu-meb-b,1081,n9000-13.0(1k),aliv,FDO210405AE,aleaf-chu-meb-b08-1,N9K-C9396TX
chu-meb-b,1090,n9000-13.0(1k),aliv,FDO21060YW6,aleaf-chu-meb-b09-0,N9K-C9396TX
chu-meb-b,1091,n9000-13.0(1k),aliv,FDO21060YXX,aleaf-chu-meb-b09-1,N9K-C9396TX
chu-meb-b,1100,n9000-13.0(1k),aliv,FDO21060YW0,aleaf-chu-meb-b10-0,N9K-C9396TX
chu-meb-b,1101,n9000-13.0(1k),aliv,FDO2104059G,aleaf-chu-meb-b10-1,N9K-C9396TX
chu-meb-b,1110,n9000-13.0(1k),aliv,FDO210405BF,aleaf-chu-meb-b11-0,N9K-C9396TX
chu-meb-b,1111,n9000-13.0(1k),aliv,FDO21060YXC,aleaf-chu-meb-b11-1,N9K-C9396TX
chu-meb-b,1120,n9000-13.0(1k),aliv,FDO2104059Z,aleaf-chu-meb-b12-0,N9K-C9396TX
chu-meb-b,1121,n9000-13.0(1k),aliv,FDO2104059B,aleaf-chu-meb-b12-1,N9K-C9396TX
chu-meb-b,1130,n9000-13.0(1k),aliv,FDO210405AV,aleaf-chu-meb-b13-0,N9K-C9396TX
chu-meb-b,1131,n9000-13.0(1k),aliv,FDO21060YVM,aleaf-chu-meb-b13-1,N9K-C9396TX
chu-meb-b,1140,n9000-13.0(1k),aliv,FDO21060YVP,aleaf-chu-meb-b14-0,N9K-C9396TX
chu-meb-b,1141,n9000-13.0(1k),aliv,FDO21040597,aleaf-chu-meb-b14-1,N9K-C9396TX
chu-meb-b,1150,n9000-13.0(1k),aliv,FDO205204XP,aleaf-chu-meb-b15-0,N9K-C9396TX
chu-meb-b,1151,n9000-13.0(1k),aliv,SAL1930KPAW,aleaf-chu-meb-b15-1,N9K-C9396TX
chu-meb-b,1160,n9000-13.0(1k),aliv,FDO21040598,aleaf-chu-meb-b16-0,N9K-C9396TX
chu-meb-b,1161,n9000-13.0(1k),aliv,FDO210405BA,aleaf-chu-meb-b16-1,N9K-C9396TX
chu-meb-b,1170,n9000-13.0(1k),aliv,FDO210405A8,aleaf-chu-meb-b17-0,N9K-C9396TX
chu-meb-b,1171,n9000-13.0(1k),aliv,FDO21060YXS,aleaf-chu-meb-b17-1,N9K-C9396TX
chu-kws-d,201,n9000-13.2(9h),asiv,FGE20340NXA,spine-chu-kws-d1,N9K-SUP-A
chu-kws-d,202,n9000-13.2(9h),asiv,FGE20370SFQ,spine-chu-kws-d2,N9K-SUP-A
chu-kws-d,203,n9000-13.2(9h),asiv,FGE20380TM6,spine-chu-kws-d3,N9K-SUP-A
chu-kws-d,301,n9000-13.2(9h),aliv,FLM27020ACF,bleaf-chu-kws-d1,N9K-C93180YC-FX
chu-kws-d,302,n9000-13.2(9h),aliv,FDO260429FX,bleaf-chu-kws-d2,N9K-C93180YC-FX
chu-kws-d,303,n9000-13.2(9h),aliv,FLM27020AEA,bleaf-chu-kws-d3,N9K-C93180YC-FX
chu-kws-d,304,n9000-13.2(9h),aliv,FLM27020A78,bleaf-chu-kws-d4,N9K-C93180YC-FX
chu-kws-d,1010,n9000-13.2(9h),aliv,FLM265009UB,aleaf-chu-kws-d01-0,N9K-C93180YC-FX
chu-kws-d,1011,n9000-13.2(9h),aliv,FLM270305P8,aleaf-chu-kws-d01-1,N9K-C93180YC-FX
chu-kws-d,1020,n9000-13.2(9h),aliv,FLM265000HT,aleaf-chu-kws-d02-0,N9K-C93180YC-FX
chu-kws-d,1021,n9000-13.2(9h),aliv,FLM270305T7,aleaf-chu-kws-d02-1,N9K-C93180YC-FX
chu-kws-d,1030,n9000-13.2(9h),aliv,FLM270208HD,aleaf-chu-kws-d03-0,N9K-C93180YC-FX
chu-kws-d,1031,n9000-13.2(9h),aliv,FLM265000BK,aleaf-chu-kws-d03-1,N9K-C93180YC-FX
chu-kws-d,1040,n9000-13.2(9h),aliv,FLM270208HH,aleaf-chu-kws-d04-0,N9K-C93180YC-FX
chu-kws-d,1041,n9000-13.2(9h),aliv,FLM270209LB,aleaf-chu-kws-d04-1,N9K-C93180YC-FX
chu-kws-d,1050,n9000-13.2(9h),aliv,FLM27020D67,aleaf-chu-kws-d05-0,N9K-C93180YC-FX
chu-kws-d,1051,n9000-13.2(9h),aliv,FLM26500HJF,aleaf-chu-kws-d05-1,N9K-C93180YC-FX
chu-kws-d,1060,n9000-13.2(9h),aliv,FDO27120L8U,aleaf-chu-kws-d06-0,N9K-C93108TC-FX
chu-kws-d,1061,n9000-13.2(9h),aliv,FDO271210F1,aleaf-chu-kws-d06-1,N9K-C93108TC-FX
chu-kws-d,1070,n9000-13.2(9h),aliv,FDO27120L13,aleaf-chu-kws-d07-0,N9K-C93108TC-FX
chu-kws-d,1071,n9000-13.2(9h),aliv,FDO271210LW,aleaf-chu-kws-d07-1,N9K-C93108TC-FX
chu-kws-d,1080,n9000-13.2(9h),aliv,FDO271210CM,aleaf-chu-kws-d08-0,N9K-C93108TC-FX
chu-kws-d,1081,n9000-13.2(9h),aliv,FDO271210G2,aleaf-chu-kws-d08-1,N9K-C93108TC-FX
chu-kws-d,1090,n9000-13.2(9h),aliv,FDO27120L9J,aleaf-chu-kws-d09-0,N9K-C93108TC-FX
chu-kws-d,1091,n9000-13.2(9h),aliv,FDO271210EA,aleaf-chu-kws-d09-1,N9K-C93108TC-FX
chu-kws-d,1100,n9000-13.2(9h),aliv,FDO27120KZL,aleaf-chu-kws-d10-0,N9K-C93108TC-FX
chu-kws-d,1101,n9000-13.2(9h),aliv,FDO27120KM4,aleaf-chu-kws-d10-1,N9K-C93108TC-FX
chu-kws-d,1110,n9000-13.2(9h),aliv,FDO271210FK,aleaf-chu-kws-d11-0,N9K-C93108TC-FX
chu-kws-d,1111,n9000-13.2(9h),aliv,FDO271210CP,aleaf-chu-kws-d11-1,N9K-C93108TC-FX
chu-kws-d,1120,n9000-13.2(9h),aliv,FDO271210N2,aleaf-chu-kws-d12-0,N9K-C93108TC-FX
chu-kws-d,1121,n9000-13.2(9h),aliv,FDO271210L6,aleaf-chu-kws-d12-1,N9K-C93108TC-FX
chu-kws-d,1130,n9000-13.2(9h),aliv,FDO271210KD,aleaf-chu-kws-d13-0,N9K-C93108TC-FX
chu-kws-d,1131,n9000-13.2(9h),aliv,FDO27120L9V,aleaf-chu-kws-d13-1,N9K-C93108TC-FX
chu-kws-d,1140,n9000-13.2(9h),aliv,FDO271210NA,aleaf-chu-kws-d14-0,N9K-C93108TC-FX
chu-kws-d,1141,n9000-13.2(9h),aliv,FDO27120L6Q,aleaf-chu-kws-d14-1,N9K-C93108TC-FX
chu-kws-d,1150,n9000-13.2(9h),aliv,FDO27120KV4,aleaf-chu-kws-d15-0,N9K-C93108TC-FX
chu-kws-d,1151,n9000-13.2(9h),aliv,FDO271210MX,aleaf-chu-kws-d15-1,N9K-C93108TC-FX
chu-kws-d,1160,n9000-13.2(9h),aliv,FDO271210J9,aleaf-chu-kws-d16-0,N9K-C93108TC-FX
chu-kws-d,1161,n9000-13.2(9h),aliv,FDO27120KZ1,aleaf-chu-kws-d16-1,N9K-C93108TC-FX
chu-kws-d,1170,n9000-13.2(9h),aliv,FDO271210FF,aleaf-chu-kws-d17-0,N9K-C93108TC-FX
chu-kws-d,1171,n9000-13.2(9h),aliv,FDO271210HH,aleaf-chu-kws-d17-1,N9K-C93108TC-FX
chu-meb-a,201,n9000-13.2(9h),asiv,FGE20360S5K,spine-chu-meb-a1,N9K-SUP-A
chu-meb-a,202,n9000-13.2(9h),asiv,FGE20380SW9,spine-chu-meb-a2,N9K-SUP-A
chu-meb-a,203,n9000-13.2(9h),asiv,FGE20380SX0,spine-chu-meb-a3,N9K-SUP-A
chu-meb-a,301,n9000-14.2(4i),aliv,FDO272607SU,bleaf-chu-meb-a1,N9K-C93180YC-FX
chu-meb-a,302,n9000-14.2(4i),aliv,FDO272607S4,bleaf-chu-meb-a2,N9K-C93180YC-FX
chu-meb-a,303,n9000-14.2(4i),aliv,FDO272607N3,bleaf-chu-meb-a3,N9K-C93180YC-FX
chu-meb-a,304,n9000-14.2(4i),aliv,FDO272607VL,bleaf-chu-meb-a4,N9K-C93180YC-FX
chu-meb-a,1010,n9000-14.2(4i),aliv,FDO23200YA4,aleaf-chu-meb-a01-0,N9K-C93180YC-FX
chu-meb-a,1011,n9000-13.2(9h),aliv,FDO272607Y3,aleaf-chu-meb-a01-1,N9K-C93180YC-FX
chu-meb-a,1020,n9000-14.2(4i),aliv,FDO272607NQ,aleaf-chu-meb-a02-0,N9K-C93180YC-FX
chu-meb-a,1021,n9000-13.2(9h),aliv,FDO272607TT,aleaf-chu-meb-a02-1,N9K-C93180YC-FX
chu-meb-a,1030,n9000-14.2(4i),aliv,FDO272607VU,aleaf-chu-meb-a03-0,N9K-C93180YC-FX
chu-meb-a,1031,n9000-13.2(9h),aliv,FDO272607T6,aleaf-chu-meb-a03-1,N9K-C93180YC-FX
chu-meb-a,1040,n9000-14.2(4i),aliv,FDO27260808,aleaf-chu-meb-a04-0,N9K-C93180YC-FX
chu-meb-a,1041,n9000-14.2(4i),aliv,FDO272607VE,aleaf-chu-meb-a04-1,N9K-C93180YC-FX
chu-meb-a,1050,n9000-13.2(9h),aliv,FDO272607MP,aleaf-chu-meb-a05-0,N9K-C93180YC-FX
chu-meb-a,1051,n9000-13.2(9h),aliv,FDO272607ML,aleaf-chu-meb-a05-1,N9K-C93180YC-FX
chu-meb-a,1060,n9000-14.2(4i),aliv,FDO2724009U,aleaf-chu-meb-a06-0,N9K-C93108TC-FX
chu-meb-a,1061,n9000-14.2(4i),aliv,FDO27230AGK,aleaf-chu-meb-a06-1,N9K-C93108TC-FX
chu-meb-a,1070,n9000-13.2(9h),aliv,FDO27230AES,aleaf-chu-meb-a07-0,N9K-C93108TC-FX
chu-meb-a,1071,n9000-13.2(9h),aliv,FDO27230AHJ,aleaf-chu-meb-a07-1,N9K-C93108TC-FX
chu-meb-a,1080,n9000-13.2(9h),aliv,FDO27230AHS,aleaf-chu-meb-a08-0,N9K-C93108TC-FX
chu-meb-a,1081,n9000-13.2(9h),aliv,FDO272400DP,aleaf-chu-meb-a08-1,N9K-C93108TC-FX
chu-meb-a,1090,n9000-13.2(9h),aliv,FDO272400B3,aleaf-chu-meb-a09-0,N9K-C93108TC-FX
chu-meb-a,1091,n9000-13.2(9h),aliv,FDO272400BB,aleaf-chu-meb-a09-1,N9K-C93108TC-FX
chu-meb-a,1100,n9000-13.2(9h),aliv,FDO27240085,aleaf-chu-meb-a10-0,N9K-C93108TC-FX
chu-meb-a,1101,n9000-13.2(9h),aliv,FDO2724008J,aleaf-chu-meb-a10-1,N9K-C93108TC-FX
chu-meb-a,1110,n9000-14.2(4i),aliv,FDO272400A0,aleaf-chu-meb-a11-0,N9K-C93108TC-FX
chu-meb-a,1111,n9000-14.2(4i),aliv,FDO27230AFC,aleaf-chu-meb-a11-1,N9K-C93108TC-FX
chu-meb-a,1120,n9000-13.2(9h),aliv,FDO27230ADZ,aleaf-chu-meb-a12-0,N9K-C93108TC-FX
chu-meb-a,1121,n9000-13.2(9h),aliv,FDO27230AGQ,aleaf-chu-meb-a12-1,N9K-C93108TC-FX
chu-meb-a,1130,n9000-13.2(9h),aliv,FDO27230AFK,aleaf-chu-meb-a13-0,N9K-C93108TC-FX
chu-meb-a,1131,n9000-13.2(9h),aliv,FDO27230AF1,aleaf-chu-meb-a13-1,N9K-C93108TC-FX
chu-meb-a,1140,n9000-13.2(9h),aliv,FDO2724008Y,aleaf-chu-meb-a14-0,N9K-C93108TC-FX
chu-meb-a,1141,n9000-13.2(9h),aliv,FDO27230AG7,aleaf-chu-meb-a14-1,N9K-C93108TC-FX
chu-meb-a,1150,n9000-13.2(9h),aliv,FDO27230AFU,aleaf-chu-meb-a15-0,N9K-C93108TC-FX
chu-meb-a,1151,n9000-13.2(9h),aliv,FDO27230AGE,aleaf-chu-meb-a15-1,N9K-C93108TC-FX
chu-meb-a,1160,n9000-14.2(4i),aliv,FDO27230AJ2,aleaf-chu-meb-a16-0,N9K-C93108TC-FX
chu-meb-a,1161,n9000-14.2(4i),aliv,FDO272400DL,aleaf-chu-meb-a16-1,N9K-C93108TC-FX
chu-meb-a,1170,n9000-13.2(9h),aliv,FDO27230ADX,aleaf-chu-meb-a17-0,N9K-C93108TC-FX
chu-meb-a,1171,n9000-13.2(9h),aliv,FDO2724007X,aleaf-chu-meb-a17-1,N9K-C93108TC-FX
chu-meb-c,201,n9000-14.2(4i),asiv,FGE20380TKE,spine-chu-meb-c1,N9K-SUP-A
chu-meb-c,202,n9000-14.2(4i),asiv,FGE20370SQ7,spine-chu-meb-c2,N9K-SUP-A
chu-meb-c,203,n9000-14.2(4i),asiv,FGE20370SG9,spine-chu-meb-c3,N9K-SUP-A
chu-meb-c,301,n9000-13.2(9h),aliv,FDO272607W3,bleaf-chu-meb-c1,N9K-C93180YC-FX
chu-meb-c,302,n9000-13.2(9h),aliv,FDO272607WF,bleaf-chu-meb-c2,N9K-C93180YC-FX
chu-meb-c,303,n9000-13.2(9h),aliv,FDO272607UV,bleaf-chu-meb-c3,N9K-C93180YC-FX
chu-meb-c,304,n9000-13.2(9h),aliv,FDO272607U2,bleaf-chu-meb-c4,N9K-C93180YC-FX
chu-meb-c,1010,n9000-14.2(4i),aliv,FDO27260805,aleaf-chu-meb-c01-0,N9K-C93180YC-FX
chu-meb-c,1011,n9000-14.2(4i),aliv,FDO272607Q2,aleaf-chu-meb-c01-1,N9K-C93180YC-FX
chu-meb-c,1020,n9000-13.2(9h),aliv,FDO272607U8,aleaf-chu-meb-c02-0,N9K-C93180YC-FX
chu-meb-c,1021,n9000-14.2(4i),aliv,FDO272607SL,aleaf-chu-meb-c02-1,N9K-C93180YC-FX
chu-meb-c,1030,n9000-13.2(9h),aliv,FDO272607XK,aleaf-chu-meb-c03-0,N9K-C93180YC-FX
chu-meb-c,1031,n9000-14.2(4i),aliv,FDO272607VC,aleaf-chu-meb-c03-1,N9K-C93180YC-FX
chu-meb-c,1040,n9000-13.2(9h),aliv,FDO272607P8,aleaf-chu-meb-c04-0,N9K-C93180YC-FX
chu-meb-c,1041,n9000-14.2(4i),aliv,FDO272607UW,aleaf-chu-meb-c04-1,N9K-C93180YC-FX
chu-meb-c,1050,n9000-13.2(9h),aliv,FDO272607P0,aleaf-chu-meb-c05-0,N9K-C93180YC-FX
chu-meb-c,1051,n9000-14.2(4i),aliv,FDO272607Z6,aleaf-chu-meb-c05-1,N9K-C93180YC-FX
chu-meb-c,1060,n9000-14.2(4i),aliv,FDO272400DN,aleaf-chu-meb-c06-0,N9K-C93108TC-FX
chu-meb-c,1061,n9000-14.2(4i),aliv,FDO27230AJ3,aleaf-chu-meb-c06-1,N9K-C93108TC-FX
chu-meb-c,1070,n9000-13.2(9h),aliv,FDO27230AHY,aleaf-chu-meb-c07-0,N9K-C93108TC-FX
chu-meb-c,1071,n9000-14.2(4i),aliv,FDO27230AGA,aleaf-chu-meb-c07-1,N9K-C93108TC-FX
chu-meb-c,1080,n9000-13.2(9h),aliv,FDO27230AGW,aleaf-chu-meb-c08-0,N9K-C93108TC-FX
chu-meb-c,1081,n9000-14.2(4i),aliv,FDO2724008X,aleaf-chu-meb-c08-1,N9K-C93108TC-FX
chu-meb-c,1090,n9000-14.2(4i),aliv,FDO272400AP,aleaf-chu-meb-c09-0,N9K-C93108TC-FX
chu-meb-c,1091,n9000-14.2(4i),aliv,FDO27230AH8,aleaf-chu-meb-c09-1,N9K-C93108TC-FX
chu-meb-c,1100,n9000-13.2(9h),aliv,FDO2724007E,aleaf-chu-meb-c10-0,N9K-C93108TC-FX
chu-meb-c,1101,n9000-14.2(4i),aliv,FDO272400CQ,aleaf-chu-meb-c10-1,N9K-C93108TC-FX
chu-meb-c,1110,n9000-13.2(9h),aliv,FDO2724007B,aleaf-chu-meb-c11-0,N9K-C93108TC-FX
chu-meb-c,1111,n9000-14.2(4i),aliv,FDO2724008A,aleaf-chu-meb-c11-1,N9K-C93108TC-FX
chu-meb-c,1120,n9000-14.2(4i),aliv,FDO272400AW,aleaf-chu-meb-c12-0,N9K-C93108TC-FX
chu-meb-c,1121,n9000-14.2(4i),aliv,FDO27230ADW,aleaf-chu-meb-c12-1,N9K-C93108TC-FX
chu-meb-c,1130,n9000-13.2(9h),aliv,FDO2724007Q,aleaf-chu-meb-c13-0,N9K-C93108TC-FX
chu-meb-c,1131,n9000-14.2(4i),aliv,FDO272400AX,aleaf-chu-meb-c13-1,N9K-C93108TC-FX
chu-meb-c,1140,n9000-13.2(9h),aliv,FDO27230AE5,aleaf-chu-meb-c14-0,N9K-C93108TC-FX
