lot,ID,Version,Flags,Serial Number,Name,PID
thk-ygt-f,302,n9000-13.2(1m),aliv,FDO2444148U,bleaf-thk-ygt-f2,N9K-C93180YC-FX
thk-ygt-f,303,n9000-13.2(1m),aliv,FDO24440KEP,bleaf-thk-ygt-f3,N9K-C93180YC-FX
thk-ygt-f,304,n9000-13.2(1m),aliv,FDO244414L0,bleaf-thk-ygt-f4,N9K-C93180YC-FX
thk-ygt-f,1010,n9000-13.2(1m),aliv,FDO24200HDW,aleaf-thk-ygt-f01-0,N9K-C93108TC-FX
thk-ygt-f,1011,n9000-13.2(1m),aliv,FDO24200HGJ,aleaf-thk-ygt-f01-1,N9K-C93108TC-FX
thk-ygt-f,1020,n9000-13.2(1m),aliv,FDO24251CNQ,aleaf-thk-ygt-f02-0,N9K-C93108TC-FX
thk-ygt-f,1021,n9000-13.2(1m),aliv,FDO24261T4A,aleaf-thk-ygt-f02-1,N9K-C93108TC-FX
thk-ygt-f,1030,n9000-13.2(1m),aliv,FDO24251CMD,aleaf-thk-ygt-f03-0,N9K-C93108TC-FX
thk-ygt-f,1031,n9000-13.2(1m),aliv,FDO24261DV8,aleaf-thk-ygt-f03-1,N9K-C93108TC-FX
thk-ygt-f,1040,n9000-13.2(1m),aliv,FDO24251D33,aleaf-thk-ygt-f04-0,N9K-C93108TC-FX
thk-ygt-f,1041,n9000-13.2(1m),aliv,FDO24251CL8,aleaf-thk-ygt-f04-1,N9K-C93108TC-FX
thk-ygt-f,1050,n9000-13.2(1m),aliv,FDO24251CYZ,aleaf-thk-ygt-f05-0,N9K-C93108TC-FX
thk-ygt-f,1051,n9000-13.2(1m),aliv,FDO24251CNS,aleaf-thk-ygt-f05-1,N9K-C93108TC-FX
thk-ygt-f,1060,n9000-13.2(1m),aliv,FDO24200HGH,aleaf-thk-ygt-f06-0,N9K-C93108TC-FX
thk-ygt-f,1061,n9000-13.2(1m),aliv,FDO24251D35,aleaf-thk-ygt-f06-1,N9K-C93108TC-FX
thk-ygt-f,1070,n9000-13.2(1m),aliv,FDO24200HE9,aleaf-thk-ygt-f07-0,N9K-C93108TC-FX
thk-ygt-f,1071,n9000-13.2(1m),aliv,FDO24261T08,aleaf-thk-ygt-f07-1,N9K-C93108TC-FX
thk-ygt-f,1080,n9000-13.2(1m),aliv,FDO24251CKG,aleaf-thk-ygt-f08-0,N9K-C93108TC-FX
thk-ygt-f,1081,n9000-13.2(1m),aliv,FDO24251D2S,aleaf-thk-ygt-f08-1,N9K-C93108TC-FX
thk-ygt-f,1090,n9000-13.2(1m),aliv,FDO24261DW5,aleaf-thk-ygt-f09-0,N9K-C93108TC-FX
thk-ygt-f,1091,n9000-13.2(1m),aliv,FDO24261DVW,aleaf-thk-ygt-f09-1,N9K-C93108TC-FX
thk-ygt-f,1100,n9000-13.2(1m),aliv,FDO24200HJ4,aleaf-thk-ygt-f10-0,N9K-C93108TC-FX
thk-ygt-f,1101,n9000-13.2(1m),aliv,FDO24251CKK,aleaf-thk-ygt-f10-1,N9K-C93108TC-FX
thk-ygt-f,1110,n9000-13.2(1m),aliv,FDO24251CKJ,aleaf-thk-ygt-f11-0,N9K-C93108TC-FX
thk-ygt-f,1111,n9000-13.2(1m),aliv,FDO24251CKQ,aleaf-thk-ygt-f11-1,N9K-C93108TC-FX
thk-ygt-f,1120,n9000-13.2(1m),aliv,FDO24251CVF,aleaf-thk-ygt-f12-0,N9K-C93108TC-FX
thk-ygt-f,1121,n9000-13.2(1m),aliv,FDO24200HHT,aleaf-thk-ygt-f12-1,N9K-C93108TC-FX
thk-ygt-f,1130,n9000-13.2(1m),aliv,FDO24191CFE,aleaf-thk-ygt-f13-0,N9K-C93108TC-FX
thk-ygt-f,1131,n9000-13.2(1m),aliv,FDO24261SUT,aleaf-thk-ygt-f13-1,N9K-C93108TC-FX
thk-ygt-f,1140,n9000-13.2(1m),aliv,FDO24200HE4,aleaf-thk-ygt-f14-0,N9K-C93108TC-FX
thk-ygt-f,1141,n9000-13.2(1m),aliv,FDO24261DZC,aleaf-thk-ygt-f14-1,N9K-C93108TC-FX
thk-ygt-f,1150,n9000-13.2(1m),aliv,FDO24261DY1,aleaf-thk-ygt-f15-0,N9K-C93108TC-FX
thk-ygt-f,1151,n9000-13.2(1m),aliv,FDO24261DXH,aleaf-thk-ygt-f15-1,N9K-C93108TC-FX
thk-ygt-f,1160,n9000-13.2(1m),aliv,FDO24251CGU,aleaf-thk-ygt-f16-0,N9K-C93108TC-FX
thk-ygt-f,1161,n9000-13.2(1m),aliv,FDO24191CHE,aleaf-thk-ygt-f16-1,N9K-C93108TC-FX
thk-ygt-f,1170,n9000-13.2(1m),aliv,FDO241408L4,aleaf-thk-ygt-f17-0,N9K-C93108TC-FX
thk-ygt-f,1171,n9000-13.2(1m),aliv,FDO24261SY8,aleaf-thk-ygt-f17-1,N9K-C93108TC-FX
thk-ygt-g,201,n9000-14.2(4i),asiv,FGE25027FNB,spine-thk-ygt-g1,N9K-SUP-A+
thk-ygt-g,202,n9000-14.2(4i),asiv,FGE25027FPD,spine-thk-ygt-g2,N9K-SUP-A+
thk-ygt-g,203,n9000-14.2(4i),asiv,FGE25027FNV,spine-thk-ygt-g3,N9K-SUP-A+
thk-ygt-g,301,n9000-14.2(4i),aliv,FDO25020VGX,bleaf-thk-ygt-g1,N9K-C93180YC-FX
thk-ygt-g,302,n9000-14.2(4i),aliv,FDO2502134J,bleaf-thk-ygt-g2,N9K-C93180YC-FX
thk-ygt-g,303,n9000-14.2(4i),aliv,FDO250213C1,bleaf-thk-ygt-g3,N9K-C93180YC-FX
thk-ygt-g,304,n9000-14.2(4i),aliv,FDO250213CC,bleaf-thk-ygt-g4,N9K-C93180YC-FX
thk-ygt-g,1010,n9000-14.2(4i),aliv,FDO25021Q8J,aleaf-thk-ygt-g01-0,N9K-C93108TC-FX
thk-ygt-g,1011,n9000-14.2(4i),aliv,FDO25021Q98,aleaf-thk-ygt-g01-1,N9K-C93108TC-FX
thk-ygt-g,1020,n9000-14.2(4i),aliv,FDO25021Q9A,aleaf-thk-ygt-g02-0,N9K-C93108TC-FX
thk-ygt-g,1021,n9000-14.2(4i),aliv,FDO25021Q9C,aleaf-thk-ygt-g02-1,N9K-C93108TC-FX
thk-ygt-g,1030,n9000-14.2(4i),aliv,FDO25021Q9N,aleaf-thk-ygt-g03-0,N9K-C93108TC-FX
thk-ygt-g,1031,n9000-14.2(4i),aliv,FDO25021QA4,aleaf-thk-ygt-g03-1,N9K-C93108TC-FX
thk-ygt-g,1040,n9000-14.2(4i),aliv,FDO25021QBS,aleaf-thk-ygt-g04-0,N9K-C93108TC-FX
thk-ygt-g,1041,n9000-14.2(4i),aliv,FDO25021QE2,aleaf-thk-ygt-g04-1,N9K-C93108TC-FX
thk-ygt-g,1050,n9000-14.2(4i),aliv,FDO25021QE3,aleaf-thk-ygt-g05-0,N9K-C93108TC-FX
thk-ygt-g,1051,n9000-14.2(4i),aliv,FDO25021QMH,aleaf-thk-ygt-g05-1,N9K-C93108TC-FX
thk-ygt-g,1060,n9000-14.2(4i),aliv,FDO22491VZU,aleaf-thk-ygt-g06-0,N9K-C93108TC-FX
thk-ygt-g,1061,n9000-14.2(4i),aliv,FDO25021QG5,aleaf-thk-ygt-g06-1,N9K-C93108TC-FX
thk-ygt-g,1070,n9000-14.2(4i),aliv,FDO25021QG9,aleaf-thk-ygt-g07-0,N9K-C93108TC-FX
thk-ygt-g,1071,n9000-14.2(4i),aliv,FDO25021QJC,aleaf-thk-ygt-g07-1,N9K-C93108TC-FX
thk-ygt-g,1080,n9000-14.2(4i),aliv,FDO25021QJE,aleaf-thk-ygt-g08-0,N9K-C93108TC-FX
thk-ygt-g,1081,n9000-14.2(4i),aliv,FDO25021QMF,aleaf-thk-ygt-g08-1,N9K-C93108TC-FX
thk-ygt-g,1090,n9000-14.2(4i),aliv,FDO25021QML,aleaf-thk-ygt-g09-0,N9K-C93108TC-FX
thk-ygt-g,1091,n9000-14.2(4i),aliv,FDO25021QMU,aleaf-thk-ygt-g09-1,N9K-C93108TC-FX
thk-ygt-g,1100,n9000-14.2(4i),aliv,FDO25021QP0,aleaf-thk-ygt-g10-0,N9K-C93108TC-FX
thk-ygt-g,1101,n9000-14.2(4i),aliv,FDO25021QPM,aleaf-thk-ygt-g10-1,N9K-C93108TC-FX
thk-ygt-g,1110,n9000-14.2(4i),aliv,FDO25021QPN,aleaf-thk-ygt-g11-0,N9K-C93108TC-FX
thk-ygt-g,1111,n9000-14.2(4i),aliv,FDO25021QPP,aleaf-thk-ygt-g11-1,N9K-C93108TC-FX
thk-ygt-g,1120,n9000-14.2(4i),aliv,FDO25021QPX,aleaf-thk-ygt-g12-0,N9K-C93108TC-FX
thk-ygt-g,1121,n9000-14.2(4i),aliv,FDO25021QQE,aleaf-thk-ygt-g12-1,N9K-C93108TC-FX
thk-ygt-g,1130,n9000-14.2(4i),aliv,FDO25021QQN,aleaf-thk-ygt-g13-0,N9K-C93108TC-FX
thk-ygt-g,1131,n9000-14.2(4i),aliv,FDO25021QS4,aleaf-thk-ygt-g13-1,N9K-C93108TC-FX
tki-gfu-a,201,n9000-13.0(1k),asiv,FGE20340NYR,spine-tki-gfu-a1,N9K-SUP-A
tki-gfu-a,202,n9000-13.0(1k),asiv,FGE20380SWA,spine-tki-gfu-a2,N9K-SUP-A
tki-gfu-a,203,n9000-13.0(1k),asiv,FGE20380SX7,spine-tki-gfu-a3,N9K-SUP-A
tki-gfu-a,301,n9000-13.0(1k),aliv,SAL2034UPBX,bleaf-tki-gfu-a1,N9K-C9396PX
tki-gfu-a,302,n9000-13.0(1k),aliv,SAL2039V8BB,bleaf-tki-gfu-a2,N9K-C9396PX
tki-gfu-a,303,n9000-13.0(1k),aliv,SAL2031U8FE,bleaf-tki-gfu-a3,N9K-C9396PX
tki-gfu-a,304,n9000-13.0(1k),aliv,SAL2037UZAC,bleaf-tki-gfu-a4,N9K-C9396PX
tki-gfu-a,1010,n9000-13.2(1m),aliv,FLM27020A9Z,aleaf-tki-gfu-a01-0,N9K-C93180YC-FX
tki-gfu-a,1011,n9000-13.2(1m),aliv,FLM26500KBM,aleaf-tki-gfu-a01-1,N9K-C93180YC-FX
tki-gfu-a,1020,n9000-13.2(1m),aliv,FLM265000JE,aleaf-tki-gfu-a02-0,N9K-C93180YC-FX
tki-gfu-a,1021,n9000-13.2(1m),aliv,FLM27020B39,aleaf-tki-gfu-a02-1,N9K-C93180YC-FX
tki-gfu-a,1030,n9000-13.2(1m),aliv,FLM27020A8A,aleaf-tki-gfu-a03-0,N9K-C93180YC-FX
tki-gfu-a,1031,n9000-13.2(1m),aliv,FLM265000JF,aleaf-tki-gfu-a03-1,N9K-C93180YC-FX
tki-gfu-a,1040,n9000-13.0(1k),aliv,SAL2035UU0U,aleaf-tki-gfu-a04-0,N9K-C9396PX
tki-gfu-a,1041,n9000-13.0(1k),aliv,SAL2037UZD3,aleaf-tki-gfu-a04-1,N9K-C9396PX
tki-gfu-a,1050,n9000-13.0(1k),aliv,SAL2039V8AU,aleaf-tki-gfu-a05-0,N9K-C9396PX
tki-gfu-a,1051,n9000-13.0(1k),aliv,SAL2038V3MT,aleaf-tki-gfu-a05-1,N9K-C9396PX
tki-gfu-a,1060,n9000-13.2(1m),aliv,FDO272504GT,aleaf-tki-gfu-a06-0,N9K-C93108TC-FX
tki-gfu-a,1061,n9000-13.2(1m),aliv,FDO272119Q7,aleaf-tki-gfu-a06-1,N9K-C93108TC-FX
tki-gfu-a,1070,n9000-13.2(1m),aliv,FDO272504H9,aleaf-tki-gfu-a07-0,N9K-C93108TC-FX
tki-gfu-a,1071,n9000-13.2(1m),aliv,FDO272504JN,aleaf-tki-gfu-a07-1,N9K-C93108TC-FX
tki-gfu-a,1080,n9000-13.2(1m),aliv,FDO27250AUS,aleaf-tki-gfu-a08-0,N9K-C93108TC-FX
tki-gfu-a,1081,n9000-13.2(1m),aliv,FDO272504H4,aleaf-tki-gfu-a08-1,N9K-C93108TC-FX
tki-gfu-a,1090,n9000-13.0(1k),aliv,FDO20470VSW,aleaf-tki-gfu-a09-0,N9K-C9396TX
tki-gfu-a,1091,n9000-13.0(1k),aliv,FDO20470VSF,aleaf-tki-gfu-a09-1,N9K-C9396TX
tki-gfu-a,1100,n9000-13.2(1m),aliv,FDO272504FV,aleaf-tki-gfu-a10-0,N9K-C93108TC-FX
tki-gfu-a,1101,n9000-13.2(1m),aliv,FDO272504K0,aleaf-tki-gfu-a10-1,N9K-C93108TC-FX
tki-gfu-a,1110,n9000-13.2(1m),aliv,FDO272504DL,aleaf-tki-gfu-a11-0,N9K-C93108TC-FX
tki-gfu-a,1111,n9000-13.2(1m),aliv,FDO272504BS,aleaf-tki-gfu-a11-1,N9K-C93108TC-FX
tki-gfu-a,1120,n9000-13.0(1k),aliv,FDO20470VTC,aleaf-tki-gfu-a12-0,N9K-C9396TX
tki-gfu-a,1121,n9000-13.0(1k),aliv,FDO20470VST,aleaf-tki-gfu-a12-1,N9K-C9396TX
tki-gfu-a,1130,n9000-13.2(1m),aliv,FDO272504EZ,aleaf-tki-gfu-a13-0,N9K-C93108TC-FX
tki-gfu-a,1131,n9000-13.2(1m),aliv,FDO272504GA,aleaf-tki-gfu-a13-1,N9K-C93108TC-FX
tki-gfu-a,1140,n9000-13.2(1m),aliv,FDO27250AXJ,aleaf-tki-gfu-a14-0,N9K-C93108TC-FX
tki-gfu-a,1141,n9000-13.2(1m),aliv,FDO272504FL,aleaf-tki-gfu-a14-1,N9K-C93108TC-FX
tki-gfu-a,1150,n9000-13.0(1k),aliv,FDO20470VSG,aleaf-tki-gfu-a15-0,N9K-C9396TX
tki-gfu-a,1151,n9000-13.0(1k),aliv,FDO20470VS5,aleaf-tki-gfu-a15-1,N9K-C9396TX
tki-gfu-a,1160,n9000-13.0(1k),aliv,FDO21060YWY,aleaf-tki-gfu-a16-0,N9K-C9396TX
tki-gfu-a,1161,n9000-13.0(1k),aliv,FDO21060YV7,aleaf-tki-gfu-a16-1,N9K-C9396TX
tki-gfu-a,1170,n9000-13.0(1k),aliv,FDO2104059A,aleaf-tki-gfu-a17-0,N9K-C9396TX
tki-gfu-a,1171,n9000-13.0(1k),aliv,FDO21060YVL,aleaf-tki-gfu-a17-1,N9K-C9396TX
tki-gfu-b,201,n9000-13.0(1k),asiv,FGE20370SFS,spine-tki-gfu-b1,N9K-SUP-A
tki-gfu-b,202,n9000-13.0(1k),asiv,FGE20300J29,spine-tki-gfu-b2,N9K-SUP-A
tki-gfu-b,203,n9000-13.0(1k),asiv,FGE20350QWA,spine-tki-gfu-b3,N9K-SUP-A
tki-gfu-b,301,n9000-13.0(1k),aliv,SAL2034UPDQ,bleaf-tki-gfu-b1,N9K-C9396PX
tki-gfu-b,302,n9000-13.0(1k),aliv,SAL2031U8FV,bleaf-tki-gfu-b2,N9K-C9396PX
tki-gfu-b,303,n9000-13.0(1k),aliv,SAL2031U8DH,bleaf-tki-gfu-b3,N9K-C9396PX
tki-gfu-b,304,n9000-13.0(1k),aliv,SAL2037UZBL,bleaf-tki-gfu-b4,N9K-C9396PX
tki-gfu-b,1010,n9000-13.2(1m),aliv,FDO272607Z5,aleaf-tki-gfu-b01-0,N9K-C93180YC-FX
tki-gfu-b,1011,n9000-13.2(1m),aliv,FDO272607NJ,aleaf-tki-gfu-b01-1,N9K-C93180YC-FX
tki-gfu-b,1020,n9000-13.2(1m),aliv,FDO272607U1,aleaf-tki-gfu-b02-0,N9K-C93180YC-FX
tki-gfu-b,1021,n9000-13.2(1m),aliv,FDO272607PF,aleaf-tki-gfu-b02-1,N9K-C93180YC-FX
tki-gfu-b,1030,n9000-13.2(1m),aliv,FDO272607MX,aleaf-tki-gfu-b03-0,N9K-C93180YC-FX
tki-gfu-b,1031,n9000-13.2(1m),aliv,FDO272607SV,aleaf-tki-gfu-b03-1,N9K-C93180YC-FX
tki-gfu-b,1040,n9000-13.0(1k),aliv,SAL2038V3JD,aleaf-tki-gfu-b04-0,N9K-C9396PX
tki-gfu-b,1041,n9000-13.0(1k),aliv,SAL2031U8FP,aleaf-tki-gfu-b04-1,N9K-C9396PX
tki-gfu-b,1050,n9000-13.2(1m),aliv,FLM265005H9,aleaf-tki-gfu-b05-0,N9K-C93180YC-FX
tki-gfu-b,1051,n9000-13.2(1m),aliv,FLM27020ABY,aleaf-tki-gfu-b05-1,N9K-C93180YC-FX
tki-gfu-b,1060,n9000-13.2(1m),aliv,FDO272504GP,aleaf-tki-gfu-b06-0,N9K-C93108TC-FX
tki-gfu-b,1061,n9000-13.2(1m),aliv,FDO272504GU,aleaf-tki-gfu-b06-1,N9K-C93108TC-FX
tki-gfu-b,1070,n9000-13.2(1m),aliv,FDO27250AX6,aleaf-tki-gfu-b07-0,N9K-C93108TC-FX
tki-gfu-b,1071,n9000-13.2(1m),aliv,FDO272504DV,aleaf-tki-gfu-b07-1,N9K-C93108TC-FX
tki-gfu-b,1080,n9000-13.0(1k),aliv,FDO210405AT,aleaf-tki-gfu-b08-0,N9K-C9396TX
tki-gfu-b,1081,n9000-13.0(1k),aliv,FDO2104059U,aleaf-tki-gfu-b08-1,N9K-C9396TX
tki-gfu-b,1090,n9000-13.2(1m),aliv,FDO272504EM,aleaf-tki-gfu-b09-0,N9K-C93108TC-FX
tki-gfu-b,1091,n9000-13.2(1m),aliv,FDO272504FD,aleaf-tki-gfu-b09-1,N9K-C93108TC-FX
tki-gfu-b,1100,n9000-13.2(1m),aliv,FDO272504HL,aleaf-tki-gfu-b10-0,N9K-C93108TC-FX
tki-gfu-b,1101,n9000-13.2(1m),aliv,FDO27250AWC,aleaf-tki-gfu-b10-1,N9K-C93108TC-FX
tki-gfu-b,1110,n9000-13.0(1k),aliv,FDO210405AP,aleaf-tki-gfu-b11-0,N9K-C9396TX
tki-gfu-b,1111,n9000-13.0(1k),aliv,FDO2104059D,aleaf-tki-gfu-b11-1,N9K-C9396TX
tki-gfu-b,1120,n9000-13.0(1k),aliv,FDO21060YWV,aleaf-tki-gfu-b12-0,N9K-C9396TX
tki-gfu-b,1121,n9000-13.0(1k),aliv,FDO21060YWB,aleaf-tki-gfu-b12-1,N9K-C9396TX
tki-gfu-b,1130,n9000-13.2(1m),aliv,FDO27250AWQ,aleaf-tki-gfu-b13-0,N9K-C93108TC-FX
tki-gfu-b,1131,n9000-13.2(1m),aliv,FDO272504J3,aleaf-tki-gfu-b13-1,N9K-C93108TC-FX
tki-gfu-b,1140,n9000-13.0(1k),aliv,FDO21060YX5,aleaf-tki-gfu-b14-0,N9K-C9396TX
tki-gfu-b,1141,n9000-13.0(1k),aliv,FDO21111PA9,aleaf-tki-gfu-b14-1,N9K-C9396TX
tki-gfu-b,1150,n9000-13.2(1m),aliv,FDO272504CU,aleaf-tki-gfu-b15-0,N9K-C93108TC-FX
tki-gfu-b,1151,n9000-13.2(1m),aliv,FDO272504EE,aleaf-tki-gfu-b15-1,N9K-C93108TC-FX
tki-gfu-b,1160,n9000-13.0(1k),aliv,FDO21060YVS,aleaf-tki-gfu-b16-0,N9K-C9396TX
tki-gfu-b,1161,n9000-13.0(1k),aliv,FDO2104059Y,aleaf-tki-gfu-b16-1,N9K-C9396TX
tki-gfu-b,1170,n9000-13.2(1m),aliv,FDO272504H3,aleaf-tki-gfu-b17-0,N9K-C93108TC-FX
tki-gfu-b,1171,n9000-13.2(1m),aliv,FDO27250ATJ,aleaf-tki-gfu-b17-1,N9K-C93108TC-FX
tki-gfu-c,201,n9000-13.0(1k),asiv,FGE21362LSX,spine-tki-gfu-c1,N9K-SUP-A
tki-gfu-c,202,n9000-13.0(1k),asiv,FGE21362LSW,spine-tki-gfu-c2,N9K-SUP-A
tki-gfu-c,203,n9000-13.0(1k),asiv,FGE21382MQ5,spine-tki-gfu-c3,N9K-SUP-A
tki-gfu-c,301,n9000-13.0(1k),aliv,FDO21370PW5,bleaf-tki-gfu-c1,N9K-C9396PX
tki-gfu-c,302,n9000-13.0(1k),aliv,FDO21272SYG,bleaf-tki-gfu-c2,N9K-C9396PX
tki-gfu-c,303,n9000-13.0(1k),aliv,FDO21360EQH,bleaf-tki-gfu-c3,N9K-C9396PX
tki-gfu-c,304,n9000-13.0(1k),aliv,FDO21370PW3,bleaf-tki-gfu-c4,N9K-C9396PX
tki-gfu-c,1010,n9000-13.0(1k),aliv,FDO21331ZWF,aleaf-tki-gfu-c01-0,N9K-C9396PX
tki-gfu-c,1011,n9000-13.0(1k),aliv,FDO21370Q2Q,aleaf-tki-gfu-c01-1,N9K-C9396PX
tki-gfu-c,1020,n9000-13.0(1k),aliv,FDO21370PU0,aleaf-tki-gfu-c02-0,N9K-C9396PX
tki-gfu-c,1021,n9000-13.0(1k),aliv,FDO21370PTG,aleaf-tki-gfu-c02-1,N9K-C9396PX
tki-gfu-c,1030,n9000-13.0(1k),aliv,FDO21370PXW,aleaf-tki-gfu-c03-0,N9K-C9396PX
tki-gfu-c,1031,n9000-13.0(1k),aliv,FDO21370Q2T,aleaf-tki-gfu-c03-1,N9K-C9396PX
tki-gfu-c,1040,n9000-13.0(1k),aliv,FDO21370Q2M,aleaf-tki-gfu-c04-0,N9K-C9396PX
tki-gfu-c,1041,n9000-13.0(1k),aliv,FDO21360EKJ,aleaf-tki-gfu-c04-1,N9K-C9396PX
tki-gfu-c,1050,n9000-13.0(1k),aliv,FDO21370Q3U,aleaf-tki-gfu-c05-0,N9K-C9396PX
tki-gfu-c,1051,n9000-13.0(1k),aliv,FDO21370Q3J,aleaf-tki-gfu-c05-1,N9K-C9396PX
tki-gfu-c,1060,n9000-13.0(1k),aliv,SAL1927JLEX,aleaf-tki-gfu-c06-0,N9K-C9396TX
tki-gfu-c,1061,n9000-13.0(1k),aliv,FDO21390411,aleaf-tki-gfu-c06-1,N9K-C9396TX
tki-gfu-c,1070,n9000-13.0(1k),aliv,FDO205204YK,aleaf-tki-gfu-c07-0,N9K-C9396TX
tki-gfu-c,1071,n9000-13.0(1k),aliv,SAL2026SNHV,aleaf-tki-gfu-c07-1,N9K-C9396TX
tki-gfu-c,1080,n9000-13.0(1k),aliv,FDO213903H4,aleaf-tki-gfu-c08-0,N9K-C9396TX
tki-gfu-c,1081,n9000-13.0(1k),aliv,SAL2026SNJW,aleaf-tki-gfu-c08-1,N9K-C9396TX
tki-gfu-c,1090,n9000-13.0(1k),aliv,FDO21231TTQ,aleaf-tki-gfu-c09-0,N9K-C9396TX
tki-gfu-c,1091,n9000-13.0(1k),aliv,FDO20470VSL,aleaf-tki-gfu-c09-1,N9K-C9396TX
tki-gfu-c,1100,n9000-13.0(1k),aliv,FDO212120LY,aleaf-tki-gfu-c10-0,N9K-C9396TX
tki-gfu-c,1101,n9000-13.0(1k),aliv,FDO205204Y5,aleaf-tki-gfu-c10-1,N9K-C9396TX
tki-gfu-c,1110,n9000-13.0(1k),aliv,FDO205204YG,aleaf-tki-gfu-c11-0,N9K-C9396TX
tki-gfu-c,1111,n9000-13.0(1k),aliv,FDO213626JJ,aleaf-tki-gfu-c11-1,N9K-C9396TX
tki-gfu-c,1120,n9000-13.0(1k),aliv,FDO21111P9Y,aleaf-tki-gfu-c12-0,N9K-C9396TX
tki-gfu-c,1121,n9000-13.0(1k),aliv,FDO21060YVV,aleaf-tki-gfu-c12-1,N9K-C9396TX
tki-gfu-c,1130,n9000-13.0(1k),aliv,FDO21060YV8,aleaf-tki-gfu-c13-0,N9K-C9396TX
tki-gfu-c,1131,n9000-13.0(1k),aliv,FDO205204Y3,aleaf-tki-gfu-c13-1,N9K-C9396TX
tki-gfu-c,1140,n9000-13.0(1k),aliv,SAL1926HJH0,aleaf-tki-gfu-c14-0,N9K-C9396TX
tki-gfu-c,1141,n9000-13.0(1k),aliv,FDO21152VYJ,aleaf-tki-gfu-c14-1,N9K-C9396TX
tki-gfu-c,1150,n9000-13.0(1k),aliv,FDO21060YX3,aleaf-tki-gfu-c15-0,N9K-C9396TX
tki-gfu-c,1151,n9000-13.0(1k),aliv,SAL1926HJHB,aleaf-tki-gfu-c15-1,N9K-C9396TX
tki-gfu-c,1160,n9000-13.0(1k),aliv,FDO20470VS2,aleaf-tki-gfu-c16-0,N9K-C9396TX
tki-gfu-c,1161,n9000-13.0(1k),aliv,FDO205204ZG,aleaf-tki-gfu-c16-1,N9K-C9396TX
tki-gfu-c,1170,n9000-13.0(1k),aliv,FDO21491EDA,aleaf-tki-gfu-c17-0,
tki-gfu-c,1171,n9000-13.0(1k),aliv,FDO211021KD,aleaf-tki-gfu-c17-1,N9K-C9396TX
tki-gfu-d,201,n9000-13.2(1m),asiv,FGE21502Z1M,spine-tki-gfu-d1,N9K-SUP-A+
tki-gfu-d,202,n9000-13.2(1m),asiv,FGE21512ZSX,spine-tki-gfu-d2,N9K-SUP-A+
tki-gfu-d,203,n9000-13.2(1m),asiv,FGE21512ZPV,spine-tki-gfu-d3,N9K-SUP-A+
tki-gfu-d,301,n9000-13.2(1m),aliv,FDO22382BS4,bleaf-tki-gfu-d1,N9K-C93180YC-FX
tki-gfu-d,302,n9000-13.2(1m),aliv,FDO22382BY9,bleaf-tki-gfu-d2,N9K-C93180YC-FX
tki-gfu-d,303,n9000-13.2(1m),aliv,FDO223630KK,bleaf-tki-gfu-d3,N9K-C93180YC-FX
tki-gfu-d,304,n9000-13.2(1m),aliv,FDO223630P0,bleaf-tki-gfu-d4,N9K-C93180YC-FX
tki-gfu-d,1010,n9000-13.2(1m),aliv,FDO222905CX,aleaf-tki-gfu-d01-0,N9K-C93108TC-FX
tki-gfu-d,1011,n9000-13.2(1m),aliv,FDO2239045N,aleaf-tki-gfu-d01-1,N9K-C93108TC-FX
tki-gfu-d,1020,n9000-13.2(1m),aliv,FDO2239043S,aleaf-tki-gfu-d02-0,N9K-C93108TC-FX
tki-gfu-d,1021,n9000-13.2(1m),aliv,FDO224801P7,aleaf-tki-gfu-d02-1,N9K-C93108TC-FX
tki-gfu-d,1030,n9000-13.2(1m),aliv,FDO224801QA,aleaf-tki-gfu-d03-0,N9K-C93108TC-FX
tki-gfu-d,1031,n9000-13.2(1m),aliv,FDO224801VU,aleaf-tki-gfu-d03-1,N9K-C93108TC-FX
tki-gfu-d,1040,n9000-13.2(1m),aliv,FDO222905GH,aleaf-tki-gfu-d04-0,N9K-C93108TC-FX
tki-gfu-d,1041,n9000-13.2(1m),aliv,FDO224801SV,aleaf-tki-gfu-d04-1,N9K-C93108TC-FX
tki-gfu-d,1050,n9000-13.2(1m),aliv,FDO22422KP1,aleaf-tki-gfu-d05-0,N9K-C93108TC-FX
tki-gfu-d,1051,n9000-13.2(1m),aliv,FDO224801VL,aleaf-tki-gfu-d05-1,N9K-C93108TC-FX
tki-gfu-d,1060,n9000-13.2(1m),aliv,FDO22350MA8,aleaf-tki-gfu-d06-0,N9K-C93108TC-FX
tki-gfu-d,1061,n9000-13.2(1m),aliv,FDO22442TTN,aleaf-tki-gfu-d06-1,N9K-C93108TC-FX
tki-gfu-d,1070,n9000-13.2(1m),aliv,FDO224801Q0,aleaf-tki-gfu-d07-0,N9K-C93108TC-FX
tki-gfu-d,1071,n9000-13.2(1m),aliv,FDO2239045J,aleaf-tki-gfu-d07-1,N9K-C93108TC-FX
tki-gfu-d,1080,n9000-13.2(1m),aliv,FDO22442TVT,aleaf-tki-gfu-d08-0,N9K-C93108TC-FX
tki-gfu-d,1081,n9000-13.2(1m),aliv,FDO22480349,aleaf-tki-gfu-d08-1,N9K-C93108TC-FX
tki-gfu-d,1090,n9000-13.2(1m),aliv,FDO22390466,aleaf-tki-gfu-d09-0,N9K-C93108TC-FX
tki-gfu-d,1091,n9000-13.2(1m),aliv,FDO22350MEM,aleaf-tki-gfu-d09-1,N9K-C93108TC-FX
